Node,Depth,Value
E5,4,16
D5,3,-39
E1,2,-12
E5,3,Infinity
B1,4,-1
E5,3,-1
A2,4,-5
E5,3,-5
B2,4,3
E5,3,-5
A3,4,-13
E5,3,-13
B3,4,-33
E5,3,-33
C3,4,2
E5,3,-33
E3,4,-2
E5,3,-33
A4,4,-5
E5,3,-33
B4,4,3
E5,3,-33
E4,4,-7
E5,3,-33
A5,4,-10
E5,3,-33
B5,4,-15
E5,3,-33
C5,4,-8
E5,3,-33
D5,4,-26
E5,3,-33
E1,2,-12
A1,1,-12
A2,2,-Infinity
B1,3,Infinity
E1,4,1
B1,3,1
B2,4,-17
B1,3,-17
A3,4,3
B1,3,-17
B3,4,-17
B1,3,-17
C3,4,18
B1,3,-17
E3,4,14
B1,3,-17
A4,4,11
B1,3,-17
B4,4,19
B1,3,-17
E4,4,29
B1,3,-17
A5,4,6
B1,3,-17
B5,4,1
B1,3,-17
C5,4,8
B1,3,-17
D5,4,10
B1,3,-17
E5,4,21
B1,3,-17
A2,2,-17
E1,3,Infinity
B1,4,29
E1,3,29
B2,4,29
E1,3,29
A3,4,17
E1,3,17
B3,4,-3
E1,3,-3
C3,4,32
E1,3,-3
E3,4,28
E1,3,-3
A4,4,25
E1,3,-3
B4,4,33
E1,3,-3
E4,4,43
E1,3,-3
A5,4,20
E1,3,-3
B5,4,15
E1,3,-3
C5,4,22
E1,3,-3
D5,4,24
E1,3,-3
E5,4,35
E1,3,-3
A2,2,-3
B2,3,Infinity
B1,4,51
B2,3,51
E1,4,37
B2,3,37
A3,4,39
B2,3,37
B3,4,19
B2,3,19
C3,4,54
B2,3,19
E3,4,50
B2,3,19
A4,4,47
B2,3,19
B4,4,55
B2,3,19
E4,4,65
B2,3,19
A5,4,42
B2,3,19
B5,4,37
B2,3,19
C5,4,44
B2,3,19
D5,4,46
B2,3,19
E5,4,57
B2,3,19
A2,2,19
A3,3,Infinity
B1,4,27
A3,3,27
E1,4,13
A3,3,13
B2,4,27
A3,3,13
B3,4,-5
A3,3,-5
C3,4,30
A3,3,-5
E3,4,26
A3,3,-5
A4,4,23
A3,3,-5
B4,4,31
A3,3,-5
E4,4,41
A3,3,-5
A5,4,18
A3,3,-5
B5,4,13
A3,3,-5
C5,4,20
A3,3,-5
D5,4,22
A3,3,-5
E5,4,33
A3,3,-5
A2,2,19
B3,3,Infinity
B1,4,47
B3,3,47
E1,4,33
B3,3,33
B2,4,-49
B3,3,-49
A3,4,-61
B3,3,-61
C3,4,-46
B3,3,-61
E3,4,46
B3,3,-61
A4,4,43
B3,3,-61
B4,4,-45
B3,3,-61
E4,4,61
B3,3,-61
A5,4,38
B3,3,-61
B5,4,33
B3,3,-61
C5,4,40
B3,3,-61
D5,4,42
B3,3,-61
E5,4,53
B3,3,-61
A2,2,19
C3,3,Infinity
B1,4,30
C3,3,30
E1,4,16
C3,3,16
B2,4,30
C3,3,16
A3,4,18
C3,3,16
B3,4,-2
C3,3,-2
E3,4,45
C3,3,-2
A4,4,26
C3,3,-2
B4,4,34
C3,3,-2
E4,4,44
C3,3,-2
A5,4,21
C3,3,-2
B5,4,16
C3,3,-2
C5,4,23
C3,3,-2
D5,4,25
C3,3,-2
E5,4,36
C3,3,-2
A2,2,19
E3,3,Infinity
B1,4,2
E3,3,2
E1,4,-12
E3,3,-12
B2,4,2
E3,3,-12
A3,4,-10
E3,3,-12
B3,4,-30
E3,3,-30
C3,4,3
E3,3,-30
A4,4,-2
E3,3,-30
B4,4,6
E3,3,-30
E4,4,14
E3,3,-30
A5,4,-7
E3,3,-30
B5,4,-12
E3,3,-30
C5,4,-5
E3,3,-30
D5,4,-3
E3,3,-30
E5,4,8
E3,3,-30
A2,2,19
A4,3,Infinity
B1,4,19
A4,3,19
E1,4,5
A4,3,5
B2,4,19
A4,3,5
A3,4,-33
A4,3,-33
B3,4,-13
A4,3,-33
C3,4,22
A4,3,-33
E3,4,18
A4,3,-33
B4,4,-17
A4,3,-33
E4,4,33
A4,3,-33
A5,4,10
A4,3,-33
B5,4,5
A4,3,-33
C5,4,12
A4,3,-33
D5,4,14
A4,3,-33
E5,4,25
A4,3,-33
A2,2,19
B4,3,Infinity
B1,4,11
B4,3,11
E1,4,-3
B4,3,-3
B2,4,11
B4,3,-3
A3,4,-1
B4,3,-3
B3,4,-21
B4,3,-21
C3,4,14
B4,3,-21
E3,4,10
B4,3,-21
A4,4,7
B4,3,-21
E4,4,25
B4,3,-21
A5,4,2
B4,3,-21
B5,4,-3
B4,3,-21
C5,4,4
B4,3,-21
D5,4,6
B4,3,-21
E5,4,17
B4,3,-21
A2,2,19
E4,3,Infinity
B1,4,1
E4,3,1
E1,4,-13
E4,3,-13
B2,4,1
E4,3,-13
A3,4,-11
E4,3,-13
B3,4,-31
E4,3,-31
C3,4,4
E4,3,-31
E3,4,-4
E4,3,-31
A4,4,-3
E4,3,-31
B4,4,5
E4,3,-31
A5,4,-8
E4,3,-31
B5,4,-13
E4,3,-31
C5,4,-6
E4,3,-31
D5,4,-4
E4,3,-31
E5,4,7
E4,3,-31
A2,2,19
A5,3,Infinity
B1,4,24
A5,3,24
E1,4,10
A5,3,10
B2,4,24
A5,3,10
A3,4,12
A5,3,10
B3,4,-8
A5,3,-8
C3,4,27
A5,3,-8
E3,4,23
A5,3,-8
A4,4,20
A5,3,-8
B4,4,28
A5,3,-8
E4,4,38
A5,3,-8
B5,4,10
A5,3,-8
C5,4,17
A5,3,-8
D5,4,19
A5,3,-8
E5,4,30
A5,3,-8
A2,2,19
B5,3,Infinity
B1,4,29
B5,3,29
E1,4,15
B5,3,15
B2,4,29
B5,3,15
A3,4,17
B5,3,15
B3,4,-3
B5,3,-3
C3,4,32
B5,3,-3
E3,4,28
B5,3,-3
A4,4,25
B5,3,-3
B4,4,-27
B5,3,-27
E4,4,43
B5,3,-27
A5,4,20
B5,3,-27
C5,4,-38
B5,3,-38
D5,4,24
B5,3,-38
E5,4,35
B5,3,-38
A2,2,19
C5,3,Infinity
B1,4,22
C5,3,22
E1,4,8
C5,3,8
B2,4,22
C5,3,8
A3,4,10
C5,3,8
B3,4,-10
C5,3,-10
C3,4,25
C5,3,-10
E3,4,21
C5,3,-10
A4,4,18
C5,3,-10
B4,4,26
C5,3,-10
E4,4,36
C5,3,-10
A5,4,13
C5,3,-10
B5,4,8
C5,3,-10
D5,4,-29
C5,3,-29
E5,4,28
C5,3,-29
A2,2,19
D5,3,Infinity
B1,4,20
D5,3,20
E1,4,6
D5,3,6
B2,4,20
D5,3,6
A3,4,8
D5,3,6
B3,4,-12
D5,3,-12
C3,4,23
D5,3,-12
E3,4,19
D5,3,-12
A4,4,16
D5,3,-12
B4,4,24
D5,3,-12
E4,4,34
D5,3,-12
A5,4,11
D5,3,-12
B5,4,6
D5,3,-12
C5,4,-29
D5,3,-29
E5,4,26
D5,3,-29
A2,2,19
E5,3,Infinity
B1,4,9
E5,3,9
E1,4,-5
E5,3,-5
B2,4,9
E5,3,-5
A3,4,-3
E5,3,-5
B3,4,-23
E5,3,-23
C3,4,12
E5,3,-23
E3,4,8
E5,3,-23
A4,4,5
E5,3,-23
B4,4,13
E5,3,-23
E4,4,3
E5,3,-23
A5,4,0
E5,3,-23
B5,4,-5
E5,3,-23
C5,4,2
E5,3,-23
D5,4,-16
E5,3,-23
A2,2,19
A1,1,-12
B2,2,-Infinity
B1,3,Infinity
E1,4,33
B1,3,33
A2,4,43
B1,3,33
A3,4,35
B1,3,33
B3,4,15
B1,3,15
C3,4,50
B1,3,15
E3,4,46
B1,3,15
A4,4,43
B1,3,15
B4,4,51
B1,3,15
E4,4,61
B1,3,15
A5,4,38
B1,3,15
B5,4,33
B1,3,15
C5,4,40
B1,3,15
D5,4,42
B1,3,15
E5,4,53
B1,3,15
B2,2,15
E1,3,Infinity
B1,4,-5
E1,3,-5
A2,4,-7
E1,3,-7
A3,4,25
E1,3,-7
B3,4,5
E1,3,-7
C3,4,40
E1,3,-7
E3,4,36
E1,3,-7
A4,4,33
E1,3,-7
B4,4,41
E1,3,-7
E4,4,51
E1,3,-7
A5,4,28
E1,3,-7
B5,4,23
E1,3,-7
C5,4,30
E1,3,-7
D5,4,32
E1,3,-7
E5,4,43
E1,3,-7
B2,2,15
A2,3,Infinity
B1,4,51
A2,3,51
E1,4,37
A2,3,37
A3,4,39
A2,3,37
B3,4,19
A2,3,19
C3,4,54
A2,3,19
E3,4,50
A2,3,19
A4,4,47
A2,3,19
B4,4,55
A2,3,19
E4,4,65
A2,3,19
A5,4,42
A2,3,19
B5,4,37
A2,3,19
C5,4,44
A2,3,19
D5,4,46
A2,3,19
E5,4,57
A2,3,19
B2,2,19
A3,3,Infinity
B1,4,-7
A3,3,-7
E1,4,21
A3,3,-7
A2,4,-65
A3,3,-65
B3,4,-53
A3,3,-65
C3,4,38
A3,3,-65
E3,4,34
A3,3,-65
A4,4,31
A3,3,-65
B4,4,39
A3,3,-65
E4,4,49
A3,3,-65
A5,4,26
A3,3,-65
B5,4,21
A3,3,-65
C5,4,28
A3,3,-65
D5,4,30
A3,3,-65
E5,4,41
A3,3,-65
B2,2,19
B3,3,Infinity
B1,4,13
B3,3,13
E1,4,41
B3,3,13
A2,4,11
B3,3,11
A3,4,43
B3,3,11
C3,4,-38
B3,3,-38
E3,4,54
B3,3,-38
A4,4,51
B3,3,-38
B4,4,-37
B3,3,-38
E4,4,69
B3,3,-38
A5,4,46
B3,3,-38
B5,4,41
B3,3,-38
C5,4,48
B3,3,-38
D5,4,50
B3,3,-38
E5,4,61
B3,3,-38
B2,2,19
C3,3,Infinity
B1,4,-4
C3,3,-4
E1,4,24
C3,3,-4
A2,4,-6
C3,3,-6
A3,4,26
C3,3,-6
B3,4,-12
C3,3,-12
E3,4,53
C3,3,-12
A4,4,34
C3,3,-12
B4,4,42
C3,3,-12
E4,4,52
C3,3,-12
A5,4,29
C3,3,-12
B5,4,24
C3,3,-12
C5,4,31
C3,3,-12
D5,4,33
C3,3,-12
E5,4,44
C3,3,-12
B2,2,19
E3,3,Infinity
B1,4,-32
E3,3,-32
E1,4,-4
E3,3,-32
A2,4,-34
E3,3,-34
A3,4,-2
E3,3,-34
B3,4,-22
E3,3,-34
C3,4,11
E3,3,-34
A4,4,6
E3,3,-34
B4,4,14
E3,3,-34
E4,4,22
E3,3,-34
A5,4,1
E3,3,-34
B5,4,-4
E3,3,-34
C5,4,3
E3,3,-34
D5,4,5
E3,3,-34
E5,4,16
E3,3,-34
B2,2,19
A4,3,Infinity
B1,4,-15
A4,3,-15
E1,4,13
A4,3,-15
A2,4,-17
A4,3,-17
A3,4,15
A4,3,-17
B3,4,-5
A4,3,-17
C3,4,30
A4,3,-17
E3,4,26
A4,3,-17
B4,4,-9
A4,3,-17
E4,4,41
A4,3,-17
A5,4,18
A4,3,-17
B5,4,13
A4,3,-17
C5,4,20
A4,3,-17
D5,4,22
A4,3,-17
E5,4,33
A4,3,-17
B2,2,19
B4,3,Infinity
B1,4,-23
B4,3,-23
E1,4,5
B4,3,-23
A2,4,-25
B4,3,-25
A3,4,7
B4,3,-25
B3,4,-37
B4,3,-37
C3,4,22
B4,3,-37
E3,4,18
B4,3,-37
A4,4,15
B4,3,-37
E4,4,33
B4,3,-37
A5,4,10
B4,3,-37
B5,4,5
B4,3,-37
C5,4,12
B4,3,-37
D5,4,14
B4,3,-37
E5,4,25
B4,3,-37
B2,2,19
E4,3,Infinity
B1,4,-33
E4,3,-33
E1,4,-5
E4,3,-33
A2,4,-35
E4,3,-35
A3,4,-3
E4,3,-35
B3,4,-23
E4,3,-35
C3,4,12
E4,3,-35
E3,4,4
E4,3,-35
A4,4,5
E4,3,-35
B4,4,13
E4,3,-35
A5,4,0
E4,3,-35
B5,4,-5
E4,3,-35
C5,4,2
E4,3,-35
D5,4,4
E4,3,-35
E5,4,15
E4,3,-35
B2,2,19
A5,3,Infinity
B1,4,-10
A5,3,-10
E1,4,18
A5,3,-10
A2,4,-12
A5,3,-12
A3,4,20
A5,3,-12
B3,4,0
A5,3,-12
C3,4,35
A5,3,-12
E3,4,31
A5,3,-12
A4,4,28
A5,3,-12
B4,4,36
A5,3,-12
E4,4,46
A5,3,-12
B5,4,18
A5,3,-12
C5,4,25
A5,3,-12
D5,4,27
A5,3,-12
E5,4,38
A5,3,-12
B2,2,19
B5,3,Infinity
B1,4,-5
B5,3,-5
E1,4,23
B5,3,-5
A2,4,-7
B5,3,-7
A3,4,25
B5,3,-7
B3,4,5
B5,3,-7
C3,4,40
B5,3,-7
E3,4,36
B5,3,-7
A4,4,33
B5,3,-7
B4,4,-19
B5,3,-19
E4,4,51
B5,3,-19
A5,4,28
B5,3,-19
C5,4,-30
B5,3,-30
D5,4,32
B5,3,-30
E5,4,43
B5,3,-30
B2,2,19
C5,3,Infinity
B1,4,-12
C5,3,-12
E1,4,16
C5,3,-12
A2,4,-14
C5,3,-14
A3,4,18
C5,3,-14
B3,4,-2
C5,3,-14
C3,4,33
C5,3,-14
E3,4,29
C5,3,-14
A4,4,26
C5,3,-14
B4,4,34
C5,3,-14
E4,4,44
C5,3,-14
A5,4,21
C5,3,-14
B5,4,16
C5,3,-14
D5,4,-21
C5,3,-21
E5,4,36
C5,3,-21
B2,2,19
D5,3,Infinity
B1,4,-14
D5,3,-14
E1,4,14
D5,3,-14
A2,4,-16
D5,3,-16
A3,4,16
D5,3,-16
B3,4,-4
D5,3,-16
C3,4,31
D5,3,-16
E3,4,27
D5,3,-16
A4,4,24
D5,3,-16
B4,4,32
D5,3,-16
E4,4,42
D5,3,-16
A5,4,19
D5,3,-16
B5,4,14
D5,3,-16
C5,4,-21
D5,3,-21
E5,4,34
D5,3,-21
B2,2,19
E5,3,Infinity
B1,4,-25
E5,3,-25
E1,4,3
E5,3,-25
A2,4,-27
E5,3,-27
A3,4,5
E5,3,-27
B3,4,-15
E5,3,-27
C3,4,20
E5,3,-27
E3,4,16
E5,3,-27
A4,4,13
E5,3,-27
B4,4,21
E5,3,-27
E4,4,11
E5,3,-27
A5,4,8
E5,3,-27
B5,4,3
E5,3,-27
C5,4,10
E5,3,-27
D5,4,-8
E5,3,-27
B2,2,19
A1,1,-12
A3,2,-Infinity
B1,3,Infinity
E1,4,-7
B1,3,-7
A2,4,-37
B1,3,-37
B2,4,11
B1,3,-37
B3,4,-25
B1,3,-37
C3,4,10
B1,3,-37
E3,4,6
B1,3,-37
A4,4,3
B1,3,-37
B4,4,11
B1,3,-37
E4,4,21
B1,3,-37
A5,4,-2
B1,3,-37
B5,4,-7
B1,3,-37
C5,4,0
B1,3,-37
D5,4,2
B1,3,-37
E5,4,13
